vtx-D06-n18-n4-n2	Δ = -18	bi.bi = -4	b0.bi = -2	4 x (irr-D6-12)
vtx-D06-806-94-48-d	Δ = 806	bi.bi = 94	b0.bi = 48	9 x (irr-D6-12) + 12 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-807-42-34	Δ = 807	bi.bi = 42	b0.bi = 34	10 x (irr-D6-12) + 34 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-807-81-45-a	Δ = 807	bi.bi = 81	b0.bi = 45	4 x (irr-D6-12) + 22 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-807-81-45-b	Δ = 807	bi.bi = 81	b0.bi = 45	1 x (irr-D6-12) + 27 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-352a-h)
vtx-D06-807-81-45-c	Δ = 807	bi.bi = 81	b0.bi = 45	7 x (irr-D6-12) + 17 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-808-49-37	Δ = 808	bi.bi = 49	b0.bi = 37	1 x (irr-D6-12) + 25 x (irr-D6-32-h) + 7 x (irr-D6-66)
vtx-D06-809-129-57	Δ = 809	bi.bi = 129	b0.bi = 57	1 x (irr-D6-12) + 1 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-810-39-33	Δ = 810	bi.bi = 39	b0.bi = 33	15 x (irr-D6-12) + 27 x (irr-D6-32-h) + 4 x (irr-D6-66)
vtx-D06-810-78-44-a	Δ = 810	bi.bi = 78	b0.bi = 44	9 x (irr-D6-12) + 15 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-810-78-44-b	Δ = 810	bi.bi = 78	b0.bi = 44	12 x (irr-D6-12) + 10 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-810-78-44-c	Δ = 810	bi.bi = 78	b0.bi = 44	6 x (irr-D6-12) + 20 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-810-117-55-a	Δ = 810	bi.bi = 117	b0.bi = 55	8 x (irr-D6-32-h) + 3 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-810-117-55-b	Δ = 810	bi.bi = 117	b0.bi = 55	3 x (irr-D6-12) + 3 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-811-65-41-a	Δ = 811	bi.bi = 65	b0.bi = 41	1 x (irr-D6-12) + 30 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-811-65-41-b	Δ = 811	bi.bi = 65	b0.bi = 41	4 x (irr-D6-12) + 25 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-811-104-52	Δ = 811	bi.bi = 104	b0.bi = 52	1 x (irr-D6-12) + 8 x (irr-D6-32-h) + 1 x (irr-D6-77) + 3 x (irr-D6-220)
vtx-D06-811-119-53	Δ = 811	bi.bi = 119	b0.bi = 53	15 x (irr-D6-12) + 3 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-812-29-29	Δ = 812	bi.bi = 29	b0.bi = 29	29 x (irr-D6-12) + 29 x (irr-D6-32-h) + 1 x (irr-D6-66)
vtx-D06-814-62-40-a	Δ = 814	bi.bi = 62	b0.bi = 40	9 x (irr-D6-12) + 18 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-814-62-40-b	Δ = 814	bi.bi = 62	b0.bi = 40	6 x (irr-D6-12) + 23 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-814-101-51-a	Δ = 814	bi.bi = 101	b0.bi = 51	6 x (irr-D6-12) + 1 x (irr-D6-32-h) + 2 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-814-101-51-b	Δ = 814	bi.bi = 101	b0.bi = 51	11 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-814-101-51-c	Δ = 814	bi.bi = 101	b0.bi = 51	3 x (irr-D6-12) + 6 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-815-49-37	Δ = 815	bi.bi = 49	b0.bi = 37	1 x (irr-D6-12) + 33 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-816-52-36-a	Δ = 816	bi.bi = 52	b0.bi = 36	20 x (irr-D6-12) + 25 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-816-52-36-b	Δ = 816	bi.bi = 52	b0.bi = 36	23 x (irr-D6-12) + 20 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-816-129-57	Δ = 816	bi.bi = 129	b0.bi = 57	1 x (irr-D6-12) + 9 x (irr-D6-32-h) + 3 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-817-39-33	Δ = 817	bi.bi = 39	b0.bi = 33	15 x (irr-D6-12) + 35 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-818-46-36	Δ = 818	bi.bi = 46	b0.bi = 36	6 x (irr-D6-12) + 26 x (irr-D6-32-h) + 6 x (irr-D6-66)
vtx-D06-818-85-47-a	Δ = 818	bi.bi = 85	b0.bi = 47	3 x (irr-D6-12) + 9 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-818-85-47-b	Δ = 818	bi.bi = 85	b0.bi = 47	14 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-818-156-62	Δ = 818	bi.bi = 156	b0.bi = 62	4 x (irr-D6-12) + 1 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-819-126-56	Δ = 819	bi.bi = 126	b0.bi = 56	6 x (irr-D6-12) + 2 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-820-36-32	Δ = 820	bi.bi = 36	b0.bi = 32	20 x (irr-D6-12) + 28 x (irr-D6-32-h) + 3 x (irr-D6-66)
vtx-D06-820-75-43-a	Δ = 820	bi.bi = 75	b0.bi = 43	11 x (irr-D6-12) + 21 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-820-75-43-b	Δ = 820	bi.bi = 75	b0.bi = 43	14 x (irr-D6-12) + 16 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-820-75-43-c	Δ = 820	bi.bi = 75	b0.bi = 43	17 x (irr-D6-12) + 11 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-821-62-40-a	Δ = 821	bi.bi = 62	b0.bi = 40	9 x (irr-D6-12) + 26 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-821-62-40-b	Δ = 821	bi.bi = 62	b0.bi = 40	6 x (irr-D6-12) + 31 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-822-26-28	Δ = 822	bi.bi = 26	b0.bi = 28	34 x (irr-D6-12) + 30 x (irr-D6-32-h)
vtx-D06-822-49-37	Δ = 822	bi.bi = 49	b0.bi = 37	1 x (irr-D6-12) + 41 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77)
vtx-D06-822-69-43	Δ = 822	bi.bi = 69	b0.bi = 43	17 x (irr-D6-32-h) + 6 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-824-59-39-a	Δ = 824	bi.bi = 59	b0.bi = 39	11 x (irr-D6-12) + 24 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-824-59-39-b	Δ = 824	bi.bi = 59	b0.bi = 39	14 x (irr-D6-12) + 19 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-824-98-50-a	Δ = 824	bi.bi = 98	b0.bi = 50	8 x (irr-D6-12) + 7 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-824-98-50-b	Δ = 824	bi.bi = 98	b0.bi = 50	11 x (irr-D6-12) + 2 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-824-98-50-c	Δ = 824	bi.bi = 98	b0.bi = 50	2 x (irr-D6-12) + 17 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-352a-h)
vtx-D06-824-98-50-d	Δ = 824	bi.bi = 98	b0.bi = 50	5 x (irr-D6-12) + 12 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-825-46-36	Δ = 825	bi.bi = 46	b0.bi = 36	6 x (irr-D6-12) + 34 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-825-85-47-a	Δ = 825	bi.bi = 85	b0.bi = 47	22 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-825-85-47-b	Δ = 825	bi.bi = 85	b0.bi = 47	3 x (irr-D6-12) + 17 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-826-49-35-a	Δ = 826	bi.bi = 49	b0.bi = 35	25 x (irr-D6-12) + 26 x (irr-D6-32-h) + 1 x (irr-D6-352a-h)
vtx-D06-826-49-35-b	Δ = 826	bi.bi = 49	b0.bi = 35	28 x (irr-D6-12) + 21 x (irr-D6-32-h) + 1 x (irr-D6-220)
vtx-D06-827-36-32	Δ = 827	bi.bi = 36	b0.bi = 32	20 x (irr-D6-12) + 36 x (irr-D6-32-h) + 1 x (irr-D6-77)
vtx-D06-828-43-35	Δ = 828	bi.bi = 43	b0.bi = 35	11 x (irr-D6-12) + 27 x (irr-D6-32-h) + 5 x (irr-D6-66)
vtx-D06-828-82-46-a	Δ = 828	bi.bi = 82	b0.bi = 46	2 x (irr-D6-12) + 20 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-828-82-46-b	Δ = 828	bi.bi = 82	b0.bi = 46	5 x (irr-D6-12) + 15 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-828-82-46-c	Δ = 828	bi.bi = 82	b0.bi = 46	8 x (irr-D6-12) + 10 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-828-153-61	Δ = 828	bi.bi = 153	b0.bi = 61	9 x (irr-D6-12) + 1 x (irr-D6-32-h) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-829-69-43	Δ = 829	bi.bi = 69	b0.bi = 43	25 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-829-123-55	Δ = 829	bi.bi = 123	b0.bi = 55	11 x (irr-D6-12) + 3 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-830-33-31	Δ = 830	bi.bi = 33	b0.bi = 31	25 x (irr-D6-12) + 29 x (irr-D6-32-h) + 2 x (irr-D6-66)
vtx-D06-830-72-42-a	Δ = 830	bi.bi = 72	b0.bi = 42	22 x (irr-D6-12) + 12 x (irr-D6-32-h) + 2 x (irr-D6-220)
vtx-D06-830-72-42-b	Δ = 830	bi.bi = 72	b0.bi = 42	16 x (irr-D6-12) + 22 x (irr-D6-32-h) + 2 x (irr-D6-352a-h)
vtx-D06-830-72-42-c	Δ = 830	bi.bi = 72	b0.bi = 42	19 x (irr-D6-12) + 17 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-831-59-39-a	Δ = 831	bi.bi = 59	b0.bi = 39	11 x (irr-D6-12) + 32 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-831-59-39-b	Δ = 831	bi.bi = 59	b0.bi = 39	14 x (irr-D6-12) + 27 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-832-46-36	Δ = 832	bi.bi = 46	b0.bi = 36	6 x (irr-D6-12) + 42 x (irr-D6-32-h) + 2 x (irr-D6-77)
vtx-D06-832-66-42-a	Δ = 832	bi.bi = 66	b0.bi = 42	2 x (irr-D6-12) + 23 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-832-66-42-b	Δ = 832	bi.bi = 66	b0.bi = 42	5 x (irr-D6-12) + 18 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-832-105-53	Δ = 832	bi.bi = 105	b0.bi = 53	2 x (irr-D6-12) + 1 x (irr-D6-32-h) + 3 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-834-56-38-a	Δ = 834	bi.bi = 56	b0.bi = 38	19 x (irr-D6-12) + 20 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-834-56-38-b	Δ = 834	bi.bi = 56	b0.bi = 38	16 x (irr-D6-12) + 25 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-834-95-49-a	Δ = 834	bi.bi = 95	b0.bi = 49	10 x (irr-D6-12) + 13 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-834-95-49-b	Δ = 834	bi.bi = 95	b0.bi = 49	7 x (irr-D6-12) + 18 x (irr-D6-32-h) + 3 x (irr-D6-352a-h)
vtx-D06-834-95-49-c	Δ = 834	bi.bi = 95	b0.bi = 49	16 x (irr-D6-12) + 3 x (irr-D6-32-h) + 3 x (irr-D6-220)
vtx-D06-834-95-49-d	Δ = 834	bi.bi = 95	b0.bi = 49	13 x (irr-D6-12) + 8 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-835-43-35	Δ = 835	bi.bi = 43	b0.bi = 35	11 x (irr-D6-12) + 35 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-835-82-46-a	Δ = 835	bi.bi = 82	b0.bi = 46	2 x (irr-D6-12) + 28 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-352a-h)
vtx-D06-835-82-46-b	Δ = 835	bi.bi = 82	b0.bi = 46	5 x (irr-D6-12) + 23 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-835-82-46-c	Δ = 835	bi.bi = 82	b0.bi = 46	8 x (irr-D6-12) + 18 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-836-50-38	Δ = 836	bi.bi = 50	b0.bi = 38	2 x (irr-D6-12) + 26 x (irr-D6-32-h) + 7 x (irr-D6-66)
vtx-D06-836-69-43	Δ = 836	bi.bi = 69	b0.bi = 43	33 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-836-160-64	Δ = 836	bi.bi = 160	b0.bi = 64	2 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-837-130-58	Δ = 837	bi.bi = 130	b0.bi = 58	2 x (irr-D6-12) + 2 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-838-40-34	Δ = 838	bi.bi = 40	b0.bi = 34	16 x (irr-D6-12) + 28 x (irr-D6-32-h) + 4 x (irr-D6-66)
vtx-D06-838-79-45-a	Δ = 838	bi.bi = 79	b0.bi = 45	7 x (irr-D6-12) + 21 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-838-79-45-b	Δ = 838	bi.bi = 79	b0.bi = 45	13 x (irr-D6-12) + 11 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-838-79-45-c	Δ = 838	bi.bi = 79	b0.bi = 45	10 x (irr-D6-12) + 16 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-838-118-56-a	Δ = 838	bi.bi = 118	b0.bi = 56	4 x (irr-D6-12) + 4 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-838-118-56-b	Δ = 838	bi.bi = 118	b0.bi = 56	1 x (irr-D6-12) + 9 x (irr-D6-32-h) + 3 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-839-66-42-a	Δ = 839	bi.bi = 66	b0.bi = 42	5 x (irr-D6-12) + 26 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-839-66-42-b	Δ = 839	bi.bi = 66	b0.bi = 42	2 x (irr-D6-12) + 31 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-839-105-53	Δ = 839	bi.bi = 105	b0.bi = 53	2 x (irr-D6-12) + 9 x (irr-D6-32-h) + 1 x (irr-D6-77) + 3 x (irr-D6-220)
vtx-D06-839-120-54	Δ = 839	bi.bi = 120	b0.bi = 54	16 x (irr-D6-12) + 4 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-840-30-30	Δ = 840	bi.bi = 30	b0.bi = 30	30 x (irr-D6-12) + 30 x (irr-D6-32-h) + 1 x (irr-D6-66)
vtx-D06-842-63-41-a	Δ = 842	bi.bi = 63	b0.bi = 41	10 x (irr-D6-12) + 19 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-842-63-41-b	Δ = 842	bi.bi = 63	b0.bi = 41	7 x (irr-D6-12) + 24 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-842-102-52-a	Δ = 842	bi.bi = 102	b0.bi = 52	7 x (irr-D6-12) + 2 x (irr-D6-32-h) + 2 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-842-102-52-b	Δ = 842	bi.bi = 102	b0.bi = 52	4 x (irr-D6-12) + 7 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-842-102-52-c	Δ = 842	bi.bi = 102	b0.bi = 52	1 x (irr-D6-12) + 12 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-843-50-38	Δ = 843	bi.bi = 50	b0.bi = 38	2 x (irr-D6-12) + 34 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-843-143-61	Δ = 843	bi.bi = 143	b0.bi = 61	7 x (irr-D6-12) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-844-53-37-a	Δ = 844	bi.bi = 53	b0.bi = 37	21 x (irr-D6-12) + 26 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-844-53-37-b	Δ = 844	bi.bi = 53	b0.bi = 37	24 x (irr-D6-12) + 21 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-844-130-58	Δ = 844	bi.bi = 130	b0.bi = 58	2 x (irr-D6-12) + 10 x (irr-D6-32-h) + 3 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-845-40-34	Δ = 845	bi.bi = 40	b0.bi = 34	16 x (irr-D6-12) + 36 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-846-47-37	Δ = 846	bi.bi = 47	b0.bi = 37	7 x (irr-D6-12) + 27 x (irr-D6-32-h) + 6 x (irr-D6-66)
vtx-D06-846-86-48-a	Δ = 846	bi.bi = 86	b0.bi = 48	4 x (irr-D6-12) + 10 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-846-86-48-b	Δ = 846	bi.bi = 86	b0.bi = 48	1 x (irr-D6-12) + 15 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-846-157-63	Δ = 846	bi.bi = 157	b0.bi = 63	5 x (irr-D6-12) + 1 x (irr-D6-32-h) + 1 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-847-127-57	Δ = 847	bi.bi = 127	b0.bi = 57	7 x (irr-D6-12) + 3 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-848-37-33	Δ = 848	bi.bi = 37	b0.bi = 33	21 x (irr-D6-12) + 29 x (irr-D6-32-h) + 3 x (irr-D6-66)
vtx-D06-848-76-44-a	Δ = 848	bi.bi = 76	b0.bi = 44	15 x (irr-D6-12) + 17 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-848-76-44-b	Δ = 848	bi.bi = 76	b0.bi = 44	12 x (irr-D6-12) + 22 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-848-76-44-c	Δ = 848	bi.bi = 76	b0.bi = 44	18 x (irr-D6-12) + 12 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-849-63-41-a	Δ = 849	bi.bi = 63	b0.bi = 41	7 x (irr-D6-12) + 32 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-849-63-41-b	Δ = 849	bi.bi = 63	b0.bi = 41	10 x (irr-D6-12) + 27 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-850-27-29	Δ = 850	bi.bi = 27	b0.bi = 29	35 x (irr-D6-12) + 31 x (irr-D6-32-h)
vtx-D06-850-50-38	Δ = 850	bi.bi = 50	b0.bi = 38	2 x (irr-D6-12) + 42 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77)
vtx-D06-850-70-44	Δ = 850	bi.bi = 70	b0.bi = 44	1 x (irr-D6-12) + 18 x (irr-D6-32-h) + 6 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-852-60-40-a	Δ = 852	bi.bi = 60	b0.bi = 40	15 x (irr-D6-12) + 20 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-852-60-40-b	Δ = 852	bi.bi = 60	b0.bi = 40	12 x (irr-D6-12) + 25 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-852-99-51-a	Δ = 852	bi.bi = 99	b0.bi = 51	3 x (irr-D6-12) + 18 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-352a-h)
vtx-D06-852-99-51-b	Δ = 852	bi.bi = 99	b0.bi = 51	9 x (irr-D6-12) + 8 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-852-99-51-c	Δ = 852	bi.bi = 99	b0.bi = 51	12 x (irr-D6-12) + 3 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-852-99-51-d	Δ = 852	bi.bi = 99	b0.bi = 51	6 x (irr-D6-12) + 13 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-853-47-37	Δ = 853	bi.bi = 47	b0.bi = 37	7 x (irr-D6-12) + 35 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-853-86-48-a	Δ = 853	bi.bi = 86	b0.bi = 48	4 x (irr-D6-12) + 18 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-853-86-48-b	Δ = 853	bi.bi = 86	b0.bi = 48	1 x (irr-D6-12) + 23 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-854-50-36-a	Δ = 854	bi.bi = 50	b0.bi = 36	29 x (irr-D6-12) + 22 x (irr-D6-32-h) + 1 x (irr-D6-220)
vtx-D06-854-50-36-b	Δ = 854	bi.bi = 50	b0.bi = 36	26 x (irr-D6-12) + 27 x (irr-D6-32-h) + 1 x (irr-D6-352a-h)
vtx-D06-855-37-33	Δ = 855	bi.bi = 37	b0.bi = 33	21 x (irr-D6-12) + 37 x (irr-D6-32-h) + 1 x (irr-D6-77)
vtx-D06-856-44-36	Δ = 856	bi.bi = 44	b0.bi = 36	12 x (irr-D6-12) + 28 x (irr-D6-32-h) + 5 x (irr-D6-66)
vtx-D06-856-83-47-a	Δ = 856	bi.bi = 83	b0.bi = 47	6 x (irr-D6-12) + 16 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-856-83-47-b	Δ = 856	bi.bi = 83	b0.bi = 47	3 x (irr-D6-12) + 21 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-856-83-47-c	Δ = 856	bi.bi = 83	b0.bi = 47	9 x (irr-D6-12) + 11 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-856-122-58	Δ = 856	bi.bi = 122	b0.bi = 58	4 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-856-154-62	Δ = 856	bi.bi = 154	b0.bi = 62	10 x (irr-D6-12) + 2 x (irr-D6-32-h) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-857-70-44	Δ = 857	bi.bi = 70	b0.bi = 44	1 x (irr-D6-12) + 26 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-857-124-56	Δ = 857	bi.bi = 124	b0.bi = 56	12 x (irr-D6-12) + 4 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-858-34-32	Δ = 858	bi.bi = 34	b0.bi = 32	26 x (irr-D6-12) + 30 x (irr-D6-32-h) + 2 x (irr-D6-66)
