vtx-G02-n7-n3-n1	Δ = -7	bi.bi = -3	b0.bi = -1	1 x (irr-G2-7)
vtx-G02-321-81-27	Δ = 321	bi.bi = 81	b0.bi = 27	27 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-321-85-31	Δ = 321	bi.bi = 85	b0.bi = 31	9 x (irr-G2-7) + 4 x (irr-G2-14) + 8 x (irr-G2-27)
vtx-G02-321-89-29	Δ = 321	bi.bi = 89	b0.bi = 29	21 x (irr-G2-7) + 5 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-321-93-33	Δ = 321	bi.bi = 93	b0.bi = 33	3 x (irr-G2-7) + 7 x (irr-G2-14) + 8 x (irr-G2-27)
vtx-G02-321-97-31	Δ = 321	bi.bi = 97	b0.bi = 31	15 x (irr-G2-7) + 8 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-321-100-28	Δ = 321	bi.bi = 100	b0.bi = 28	31 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-321-105-33	Δ = 321	bi.bi = 105	b0.bi = 33	9 x (irr-G2-7) + 11 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-321-108-30	Δ = 321	bi.bi = 108	b0.bi = 30	25 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-321-113-35	Δ = 321	bi.bi = 113	b0.bi = 35	3 x (irr-G2-7) + 14 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-321-116-32	Δ = 321	bi.bi = 116	b0.bi = 32	19 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-321-124-34	Δ = 321	bi.bi = 124	b0.bi = 34	13 x (irr-G2-7) + 10 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-321-131-35	Δ = 321	bi.bi = 131	b0.bi = 35	18 x (irr-G2-7) + 3 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-321-132-36	Δ = 321	bi.bi = 132	b0.bi = 36	7 x (irr-G2-7) + 13 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-321-135-39	Δ = 321	bi.bi = 135	b0.bi = 39	2 x (irr-G2-14) + 9 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-321-139-37	Δ = 321	bi.bi = 139	b0.bi = 37	12 x (irr-G2-7) + 3 x (irr-G2-14) + 3 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-321-140-38	Δ = 321	bi.bi = 140	b0.bi = 38	1 x (irr-G2-7) + 16 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-321-145-31	Δ = 321	bi.bi = 145	b0.bi = 31	33 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-321-147-39	Δ = 321	bi.bi = 147	b0.bi = 39	6 x (irr-G2-7) + 6 x (irr-G2-14) + 3 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-321-153-33	Δ = 321	bi.bi = 153	b0.bi = 33	27 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-321-154-40	Δ = 321	bi.bi = 154	b0.bi = 40	4 x (irr-G2-7) + 1 x (irr-G2-14) + 8 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-321-155-41	Δ = 321	bi.bi = 155	b0.bi = 41	9 x (irr-G2-14) + 3 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-321-158-38	Δ = 321	bi.bi = 158	b0.bi = 38	16 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-321-161-35	Δ = 321	bi.bi = 161	b0.bi = 35	21 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-321-166-40	Δ = 321	bi.bi = 166	b0.bi = 40	10 x (irr-G2-7) + 5 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-321-169-37	Δ = 321	bi.bi = 169	b0.bi = 37	15 x (irr-G2-7) + 9 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-321-174-42	Δ = 321	bi.bi = 174	b0.bi = 42	4 x (irr-G2-7) + 8 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-321-177-39-a	Δ = 321	bi.bi = 177	b0.bi = 39	20 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77a)
vtx-G02-321-177-39-b	Δ = 321	bi.bi = 177	b0.bi = 39	9 x (irr-G2-7) + 12 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-321-185-41-a	Δ = 321	bi.bi = 185	b0.bi = 41	3 x (irr-G2-7) + 15 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-321-185-41-b	Δ = 321	bi.bi = 185	b0.bi = 41	14 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77a)
vtx-G02-321-189-45	Δ = 321	bi.bi = 189	b0.bi = 45	3 x (irr-G2-7) + 1 x (irr-G2-14) + 4 x (irr-G2-27) + 3 x (irr-G2-64)
vtx-G02-321-193-43	Δ = 321	bi.bi = 193	b0.bi = 43	8 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77a)
vtx-G02-321-199-43	Δ = 321	bi.bi = 199	b0.bi = 43	6 x (irr-G2-7) + 8 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-321-201-45	Δ = 321	bi.bi = 201	b0.bi = 45	2 x (irr-G2-7) + 10 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77a)
vtx-G02-321-203-41	Δ = 321	bi.bi = 203	b0.bi = 41	18 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-321-207-45	Δ = 321	bi.bi = 207	b0.bi = 45	3 x (irr-G2-14) + 8 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-321-208-46	Δ = 321	bi.bi = 208	b0.bi = 46	7 x (irr-G2-7) + 3 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-321-211-43	Δ = 321	bi.bi = 211	b0.bi = 43	12 x (irr-G2-7) + 4 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-321-216-48	Δ = 321	bi.bi = 216	b0.bi = 48	1 x (irr-G2-7) + 3 x (irr-G2-14) + 3 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-321-219-45	Δ = 321	bi.bi = 219	b0.bi = 45	6 x (irr-G2-7) + 7 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-321-222-42	Δ = 321	bi.bi = 222	b0.bi = 42	22 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-321-227-47	Δ = 321	bi.bi = 227	b0.bi = 47	10 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-321-230-44	Δ = 321	bi.bi = 230	b0.bi = 44	16 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-321-235-49	Δ = 321	bi.bi = 235	b0.bi = 49	5 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 2 x (irr-G2-77a)
vtx-G02-321-238-46	Δ = 321	bi.bi = 238	b0.bi = 46	10 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-321-246-48	Δ = 321	bi.bi = 246	b0.bi = 48	4 x (irr-G2-7) + 9 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-321-254-50	Δ = 321	bi.bi = 254	b0.bi = 50	9 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 3 x (irr-G2-77a)
vtx-G02-321-261-51	Δ = 321	bi.bi = 261	b0.bi = 51	3 x (irr-G2-7) + 2 x (irr-G2-14) + 3 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-321-262-52	Δ = 321	bi.bi = 262	b0.bi = 52	3 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-27) + 3 x (irr-G2-77a)
vtx-G02-321-275-47	Δ = 321	bi.bi = 275	b0.bi = 47	18 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77b)
vtx-G02-321-280-52	Δ = 321	bi.bi = 280	b0.bi = 52	7 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-321-283-49	Δ = 321	bi.bi = 283	b0.bi = 49	12 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77b)
vtx-G02-321-288-54	Δ = 321	bi.bi = 288	b0.bi = 54	1 x (irr-G2-7) + 4 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-321-291-51	Δ = 321	bi.bi = 291	b0.bi = 51	6 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77b)
vtx-G02-321-299-53-a	Δ = 321	bi.bi = 299	b0.bi = 53	11 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77b)
vtx-G02-321-299-53-b	Δ = 321	bi.bi = 299	b0.bi = 53	11 x (irr-G2-7) + 1 x (irr-G2-27) + 2 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-321-307-55	Δ = 321	bi.bi = 307	b0.bi = 55	5 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-321-325-55	Δ = 321	bi.bi = 325	b0.bi = 55	9 x (irr-G2-7) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 2 x (irr-G2-77b)
vtx-G02-321-333-57	Δ = 321	bi.bi = 333	b0.bi = 57	3 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 2 x (irr-G2-77b)
vtx-G02-321-352-58	Δ = 321	bi.bi = 352	b0.bi = 58	7 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 2 x (irr-G2-77b)
vtx-G02-321-360-60	Δ = 321	bi.bi = 360	b0.bi = 60	1 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 2 x (irr-G2-77b)
vtx-G02-321-374-56	Δ = 321	bi.bi = 374	b0.bi = 56	15 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-189)
vtx-G02-321-376-64	Δ = 321	bi.bi = 376	b0.bi = 64	1 x (irr-G2-27) + 3 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-321-382-58	Δ = 321	bi.bi = 382	b0.bi = 58	9 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-189)
vtx-G02-321-390-60	Δ = 321	bi.bi = 390	b0.bi = 60	3 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-189)
vtx-G02-321-397-61	Δ = 321	bi.bi = 397	b0.bi = 61	9 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 3 x (irr-G2-77b)
vtx-G02-321-405-63	Δ = 321	bi.bi = 405	b0.bi = 63	3 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-27) + 3 x (irr-G2-77b)
vtx-G02-321-432-66	Δ = 321	bi.bi = 432	b0.bi = 66	2 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-189)
vtx-G02-321-451-67	Δ = 321	bi.bi = 451	b0.bi = 67	4 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-189)
vtx-G02-321-459-61	Δ = 321	bi.bi = 459	b0.bi = 61	14 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-182)
vtx-G02-321-467-63	Δ = 321	bi.bi = 467	b0.bi = 63	8 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-182)
vtx-G02-321-475-65	Δ = 321	bi.bi = 475	b0.bi = 65	2 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-182)
vtx-G02-321-496-70	Δ = 321	bi.bi = 496	b0.bi = 70	6 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-77b) + 1 x (irr-G2-189)
vtx-G02-321-504-72	Δ = 321	bi.bi = 504	b0.bi = 72	3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b) + 1 x (irr-G2-189)
vtx-G02-321-509-69	Δ = 321	bi.bi = 509	b0.bi = 69	5 x (irr-G2-7) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-182)
vtx-G02-321-519-75	Δ = 321	bi.bi = 519	b0.bi = 75	1 x (irr-G2-27) + 4 x (irr-G2-77b)
vtx-G02-321-536-72	Δ = 321	bi.bi = 536	b0.bi = 72	3 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-182)
vtx-G02-321-581-75	Δ = 321	bi.bi = 581	b0.bi = 75	5 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b) + 1 x (irr-G2-182)
vtx-G02-321-955-97	Δ = 321	bi.bi = 955	b0.bi = 97	5 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-286)
vtx-G02-321-1531-121	Δ = 321	bi.bi = 1531	b0.bi = 121	3 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-273)
vtx-G02-322-18-16	Δ = 322	bi.bi = 18	b0.bi = 16	44 x (irr-G2-7) + 2 x (irr-G2-14)
vtx-G02-322-26-18	Δ = 322	bi.bi = 26	b0.bi = 18	38 x (irr-G2-7) + 5 x (irr-G2-14)
vtx-G02-322-34-20	Δ = 322	bi.bi = 34	b0.bi = 20	32 x (irr-G2-7) + 8 x (irr-G2-14)
vtx-G02-322-42-22	Δ = 322	bi.bi = 42	b0.bi = 22	26 x (irr-G2-7) + 11 x (irr-G2-14)
vtx-G02-322-50-24	Δ = 322	bi.bi = 50	b0.bi = 24	20 x (irr-G2-7) + 14 x (irr-G2-14)
vtx-G02-322-58-26	Δ = 322	bi.bi = 58	b0.bi = 26	14 x (irr-G2-7) + 17 x (irr-G2-14)
vtx-G02-322-66-28	Δ = 322	bi.bi = 66	b0.bi = 28	8 x (irr-G2-7) + 20 x (irr-G2-14)
vtx-G02-322-68-24	Δ = 322	bi.bi = 68	b0.bi = 24	35 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-322-72-28	Δ = 322	bi.bi = 72	b0.bi = 28	17 x (irr-G2-7) + 2 x (irr-G2-14) + 7 x (irr-G2-27)
vtx-G02-322-74-30	Δ = 322	bi.bi = 74	b0.bi = 30	2 x (irr-G2-7) + 23 x (irr-G2-14)
vtx-G02-322-76-26	Δ = 322	bi.bi = 76	b0.bi = 26	29 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-322-80-30	Δ = 322	bi.bi = 80	b0.bi = 30	11 x (irr-G2-7) + 5 x (irr-G2-14) + 7 x (irr-G2-27)
vtx-G02-322-84-28	Δ = 322	bi.bi = 84	b0.bi = 28	23 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-322-88-32	Δ = 322	bi.bi = 88	b0.bi = 32	5 x (irr-G2-7) + 8 x (irr-G2-14) + 7 x (irr-G2-27)
vtx-G02-322-92-30	Δ = 322	bi.bi = 92	b0.bi = 30	17 x (irr-G2-7) + 9 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-322-95-27	Δ = 322	bi.bi = 95	b0.bi = 27	33 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-322-100-32	Δ = 322	bi.bi = 100	b0.bi = 32	11 x (irr-G2-7) + 12 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-322-103-29	Δ = 322	bi.bi = 103	b0.bi = 29	27 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-322-108-34	Δ = 322	bi.bi = 108	b0.bi = 34	5 x (irr-G2-7) + 15 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-322-111-31	Δ = 322	bi.bi = 111	b0.bi = 31	21 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-322-119-33	Δ = 322	bi.bi = 119	b0.bi = 33	15 x (irr-G2-7) + 11 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-322-122-36	Δ = 322	bi.bi = 122	b0.bi = 36	8 x (irr-G2-7) + 8 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-322-126-34	Δ = 322	bi.bi = 126	b0.bi = 34	20 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-322-127-35	Δ = 322	bi.bi = 127	b0.bi = 35	9 x (irr-G2-7) + 14 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-322-130-38	Δ = 322	bi.bi = 130	b0.bi = 38	2 x (irr-G2-7) + 3 x (irr-G2-14) + 8 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-322-134-36	Δ = 322	bi.bi = 134	b0.bi = 36	14 x (irr-G2-7) + 4 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-322-135-37	Δ = 322	bi.bi = 135	b0.bi = 37	3 x (irr-G2-7) + 17 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-322-140-30	Δ = 322	bi.bi = 140	b0.bi = 30	35 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-322-142-38	Δ = 322	bi.bi = 142	b0.bi = 38	8 x (irr-G2-7) + 7 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-322-145-35	Δ = 322	bi.bi = 145	b0.bi = 35	24 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-322-148-32	Δ = 322	bi.bi = 148	b0.bi = 32	29 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-322-149-39	Δ = 322	bi.bi = 149	b0.bi = 39	6 x (irr-G2-7) + 2 x (irr-G2-14) + 7 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-322-150-40	Δ = 322	bi.bi = 150	b0.bi = 40	2 x (irr-G2-7) + 10 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-322-153-37	Δ = 322	bi.bi = 153	b0.bi = 37	18 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-322-156-34	Δ = 322	bi.bi = 156	b0.bi = 34	23 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-322-157-41	Δ = 322	bi.bi = 157	b0.bi = 41	5 x (irr-G2-14) + 7 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-322-161-39	Δ = 322	bi.bi = 161	b0.bi = 39	12 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-322-164-36	Δ = 322	bi.bi = 164	b0.bi = 36	17 x (irr-G2-7) + 10 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-322-169-41	Δ = 322	bi.bi = 169	b0.bi = 41	6 x (irr-G2-7) + 9 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-322-172-38-a	Δ = 322	bi.bi = 172	b0.bi = 38	11 x (irr-G2-7) + 13 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-322-172-38-b	Δ = 322	bi.bi = 172	b0.bi = 38	22 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-77a)
vtx-G02-322-177-43	Δ = 322	bi.bi = 177	b0.bi = 43	12 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-322-180-40-a	Δ = 322	bi.bi = 180	b0.bi = 40	5 x (irr-G2-7) + 16 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-322-180-40-b	Δ = 322	bi.bi = 180	b0.bi = 40	16 x (irr-G2-7) + 5 x (irr-G2-14) + 2 x (irr-G2-77a)
vtx-G02-322-184-44	Δ = 322	bi.bi = 184	b0.bi = 44	5 x (irr-G2-7) + 2 x (irr-G2-14) + 3 x (irr-G2-27) + 3 x (irr-G2-64)
vtx-G02-322-188-42	Δ = 322	bi.bi = 188	b0.bi = 42	10 x (irr-G2-7) + 8 x (irr-G2-14) + 2 x (irr-G2-77a)
vtx-G02-322-194-42	Δ = 322	bi.bi = 194	b0.bi = 42	8 x (irr-G2-7) + 1 x (irr-G2-14) + 7 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-322-196-44	Δ = 322	bi.bi = 196	b0.bi = 44	4 x (irr-G2-7) + 11 x (irr-G2-14) + 2 x (irr-G2-77a)
vtx-G02-322-198-40	Δ = 322	bi.bi = 198	b0.bi = 40	20 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-322-202-44	Δ = 322	bi.bi = 202	b0.bi = 44	2 x (irr-G2-7) + 4 x (irr-G2-14) + 7 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-322-203-45	Δ = 322	bi.bi = 203	b0.bi = 45	9 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-322-206-42	Δ = 322	bi.bi = 206	b0.bi = 42	14 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-322-211-47	Δ = 322	bi.bi = 211	b0.bi = 47	3 x (irr-G2-7) + 4 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-322-214-44	Δ = 322	bi.bi = 214	b0.bi = 44	8 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-322-217-41	Δ = 322	bi.bi = 217	b0.bi = 41	24 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-322-222-46-a	Δ = 322	bi.bi = 222	b0.bi = 46	2 x (irr-G2-7) + 11 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-322-222-46-b	Δ = 322	bi.bi = 222	b0.bi = 46	13 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 2 x (irr-G2-77a)
vtx-G02-322-225-43	Δ = 322	bi.bi = 225	b0.bi = 43	18 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-322-230-48	Δ = 322	bi.bi = 230	b0.bi = 48	7 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 2 x (irr-G2-77a)
vtx-G02-322-233-45	Δ = 322	bi.bi = 233	b0.bi = 45	12 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-322-238-50	Δ = 322	bi.bi = 238	b0.bi = 50	1 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 2 x (irr-G2-77a)
vtx-G02-322-241-47	Δ = 322	bi.bi = 241	b0.bi = 47	6 x (irr-G2-7) + 10 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-322-248-48	Δ = 322	bi.bi = 248	b0.bi = 48	11 x (irr-G2-7) + 2 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-322-249-49-a	Δ = 322	bi.bi = 249	b0.bi = 49	13 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-322-249-49-b	Δ = 322	bi.bi = 249	b0.bi = 49	11 x (irr-G2-7) + 2 x (irr-G2-14) + 3 x (irr-G2-77a)
vtx-G02-322-256-50	Δ = 322	bi.bi = 256	b0.bi = 50	5 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-322-257-51	Δ = 322	bi.bi = 257	b0.bi = 51	5 x (irr-G2-7) + 5 x (irr-G2-14) + 3 x (irr-G2-77a)
vtx-G02-322-262-44	Δ = 322	bi.bi = 262	b0.bi = 44	26 x (irr-G2-7) + 2 x (irr-G2-77b)
vtx-G02-322-270-46	Δ = 322	bi.bi = 270	b0.bi = 46	20 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-77b)
vtx-G02-322-275-51	Δ = 322	bi.bi = 275	b0.bi = 51	9 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-322-278-48	Δ = 322	bi.bi = 278	b0.bi = 48	14 x (irr-G2-7) + 6 x (irr-G2-14) + 2 x (irr-G2-77b)
